title,url,pageid,state,level,description,instance_of,founded,website,school_district,nces_id,postal_code,wikidata_qid,lat,lon,pageviews_60d,thumbnail,source_category
Northside High School (Houston),https://en.wikipedia.org/wiki/Northside_High_School_(Houston),3927171,,high,"Public school in Houston, Texas, United States",high school,,,Houston Independent School District,482364002434,77009,Q5241902,29.78342,-95.3585,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/DavisHighSchoolHouston.JPG/330px-DavisHighSchoolHouston.JPG,Magnet schools in Houston
Northwest Association of Independent Schools,https://en.wikipedia.org/wiki/Northwest_Association_of_Independent_Schools,13700984,,,,school accreditor,,http://www.nwais.org,,,,Q7122573,,,0,https://upload.wikimedia.org/wikipedia/commons/5/5d/Nwais_logo.jpg,Private and independent school organizations in the United States
Oak Hills High School,https://en.wikipedia.org/wiki/Oak_Hills_High_School,2199388,,high,"Public, coeducational high school in Cincinnati, Ohio, United States",high school,1958,http://www.oakhills.k12.oh.us/ohhs/,Oak Hills Local School District,390473702873,45248,Q7073596,39.14694444,-84.64916667,0,,Public high schools in Cincinnati
Organizing Institute,https://en.wikipedia.org/wiki/Organizing_Institute,11071361,,,,Labor school,1989,,,,,Q7102078,,,0,,Labor schools
Oyler High School,https://en.wikipedia.org/wiki/Oyler_High_School,42109265,,high,"Public, coeducational high school in Cincinnati, , Ohio, United States",high school,,http://oyler.cps-k12.org/,Cincinnati Public Schools,390437500357,45204-1947,Q16896314,40.10394444,-84.55138889,0,,Public high schools in Cincinnati
"P.S. 35, the Clove Valley School","https://en.wikipedia.org/wiki/P.S._35,_the_Clove_Valley_School",60820035,,elementary,Elementary school,school,,,,,,Q65072274,40.613534,-74.099155,0,,Public elementary schools in Staten Island
PS 116 (Manhattan),https://en.wikipedia.org/wiki/PS_116_(Manhattan),76419273,,elementary,"Elementary school in Manhattan, New York",school,,,,,,Q125358487,40.74444444,-73.97777778,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/PS116_210_East_33rd_Street.jpg/330px-PS116_210_East_33rd_Street.jpg,Public elementary schools in Manhattan
Perspectives Charter Schools,https://en.wikipedia.org/wiki/Perspectives_Charter_Schools,35258353,,high,"School network in Illinois, United States",high school,,,,,,Q7170755,,,0,,Public high schools in Chicago
Pharr-San Juan-Alamo High School,https://en.wikipedia.org/wiki/Pharr-San_Juan-Alamo_High_School,10927186,,high,"Public school in San Juan, Texas, United States",high school,1919,http://bears.psjaisd.us/,Pharr-San Juan-Alamo Independent School District,483486003921,,Q7180856,26.17681,-98.16835,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Psjahighschool.jpg/330px-Psjahighschool.jpg,Pharr-San Juan-Alamo Independent School District high schools
Philadelphia School of Circus Arts,https://en.wikipedia.org/wiki/Philadelphia_School_of_Circus_Arts,29058283,,,"School in Pennsylvania, United States of America",school,,http://www.phillycircus.com/,,,,Q7182807,40.035525,-75.178963,0,,Schools in Philadelphia
Phillips School,https://en.wikipedia.org/wiki/Phillips_School,39231214,,,"School in Massachusetts, US",school building,1825,,,,,Q14715815,,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/2010_PhillipsSchool_AndersonSt_PinckneySt_Boston.png/330px-2010_PhillipsSchool_AndersonSt_PinckneySt_Boston.png,Schools in Boston
Preclarus Mastery Academy,https://en.wikipedia.org/wiki/Preclarus_Mastery_Academy,54295317,,middle,"School in St. Louis, Missouri, United States",school,2011,,,,63103,Q30645107,38.639211,-90.230845,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Preclarus_Mastery_Academy_2.jpg/330px-Preclarus_Mastery_Academy_2.jpg,Middle schools in St. Louis
Preston Hollow Elementary School,https://en.wikipedia.org/wiki/Preston_Hollow_Elementary_School,9212669,,elementary,"Public school in Texas, United States",school,,http://www.dallasisd.org/prestonhollow,Dallas Independent School District,481623001333,,Q7241914,32.880575,-96.795486,0,,Public elementary schools in Dallas
Ralph R. McKee CTE High School,https://en.wikipedia.org/wiki/Ralph_R._McKee_CTE_High_School,35866062,,high,Public school in New York City,high school,,http://www.mckeecths.org,,360010302861,10301,Q7287987,40.64277778,-74.07944444,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Ralph_R_Mckee_CTE_High_School_Logo.png/330px-Ralph_R_Mckee_CTE_High_School_Logo.png,Public high schools in Staten Island
Randolph Technical High School,https://en.wikipedia.org/wiki/Randolph_Technical_High_School,21258076,,high,"School in Philadelphia, Pennsylvania, United States",high school,,,School District of Philadelphia,421899000826,,Q4648264,40.009,-75.179,0,,Public high schools in Philadelphia
Saipan International School,https://en.wikipedia.org/wiki/Saipan_International_School,56302795,,high,"School in Saipan, Northern Mariana Islands",school,,,,,,Q48814736,15.1367,145.7216,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Saipan_International_School.JPG/330px-Saipan_International_School.JPG,International schools in the United States
Saipan Southern High School,https://en.wikipedia.org/wiki/Saipan_Southern_High_School,56302644,,high,Public high school,high school,,,,690000200078,,Q48851148,,,0,,Public high schools in the United States
Salk School of Science,https://en.wikipedia.org/wiki/Salk_School_of_Science,9317892,,middle,"Public secondary school in New York City, New York, Mid-Atlantic, United States",school,1995,http://www.salkschool.org,,,,Q7404941,40.73555556,-73.98138889,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Manhattan%2C_Public_School_40.jpg/330px-Manhattan%2C_Public_School_40.jpg,Public middle schools in Manhattan
Samoana High School,https://en.wikipedia.org/wiki/Samoana_High_School,38224117,,high,"High school in Utulei, American Samoa, United States",high school,,,,,,Q65089684,-14.2803,-170.684,0,,Public high schools in the United States
School of Education and Social Services,https://en.wikipedia.org/wiki/School_of_Education_and_Social_Services,14293531,,high,"Public, secondary, magnet school in Dallas, Texas, United States",high school,,http://www.dallasisd.org/essm,Dallas Independent School District,481623005441,75203,Q7432432,32.752375,-96.806883,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Oak_Cliff_September_2016_17_%28Yvonne_A._Ewell_Townview_Center%29.jpg/330px-Oak_Cliff_September_2016_17_%28Yvonne_A._Ewell_Townview_Center%29.jpg,Public magnet schools in Dallas
School of Science and Engineering,https://en.wikipedia.org/wiki/School_of_Science_and_Engineering,4525859,,high,"Public, secondary school in Dallas, Texas, United States",high school,1982,https://www.semagnetschool.org/,Dallas Independent School District,481623003641,75203,Q7432564,32.7522,-96.8068,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Oak_Cliff_September_2016_17_%28Yvonne_A._Ewell_Townview_Center%29.jpg/330px-Oak_Cliff_September_2016_17_%28Yvonne_A._Ewell_Townview_Center%29.jpg,Public magnet schools in Dallas
Scottish Labour College,https://en.wikipedia.org/wiki/Scottish_Labour_College,38940215,,,,Labor school,,,,,,Q16885455,,,0,,Labor schools
Sharpstown International School,https://en.wikipedia.org/wiki/Sharpstown_International_School,3445676,,high,School,high school,2011,http://www.houstonisd.org/Domain/2118,Houston Independent School District,482364002584,,Q7490443,29.69833333,-95.53166667,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/SharpstownMSHouston.jpg/330px-SharpstownMSHouston.jpg,Magnet schools in Houston
Sharyland Pioneer High School,https://en.wikipedia.org/wiki/Sharyland_Pioneer_High_School,47292821,,high,"Public school in Texas, United States",high school,2014,http://sphs.sharylandisd.org/,Sharyland Independent School District,483993012825,78572,Q24040075,26.301081,-98.2726,0,,Sharyland Independent School District high schools
Shuang Wen School,https://en.wikipedia.org/wiki/Shuang_Wen_School,673532,,middle,Public school in New York City,primary school,,,New York City Public Schools,360007603508,,Q7504434,40.71132778,-73.98545278,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Shuang_Wen_School_Cherry_St_jeh.jpg/330px-Shuang_Wen_School_Cherry_St_jeh.jpg,Public K–8 schools in the United States
South Oak Cliff High School,https://en.wikipedia.org/wiki/South_Oak_Cliff_High_School,3341212,,high,"School in Dallas, Texas, United States",high school,,http://www.dallasisd.org/soc,Dallas Independent School District,481623001358,75216,Q7568054,32.699627,-96.81546,0,,Public high schools in Dallas
Southern Association of Independent Schools,https://en.wikipedia.org/wiki/Southern_Association_of_Independent_Schools,5652690,,,Pre-university accreditation organization in the US,school accreditor,1953,https://sais.org,,,,Q7569647,,,0,,Private and independent school organizations in the United States
Southern Ute Boarding School,https://en.wikipedia.org/wiki/Southern_Ute_Boarding_School,78417202,,combined,,American Indian boarding school,,,,,,Q131394632,,,0,,Boarding schools in the United States
Southridge School,https://en.wikipedia.org/wiki/Southridge_School,5455139,,high,"Private school in Surrey, British Columbia, Canada",high school,1993,,,,,Q7571009,,,0,,National Association of Independent Schools
St. Croix Central High School (Virgin Islands),https://en.wikipedia.org/wiki/St._Croix_Central_High_School_(Virgin_Islands),12983469,,high,"School in Kingshill, St. Croix",high school,1967,,St. Croix School District,780000200030,00851,Q7587670,17.7253436,-64.7825641,0,,High schools in the United States Virgin Islands
St. Croix Educational Complex,https://en.wikipedia.org/wiki/St._Croix_Educational_Complex,13224869,,high,"School in Kingshill, St. Croix",school,,,St. Croix School District,780000200013,00850,Q7587674,17.7230845,-64.8006801,0,,High schools in the United States Virgin Islands
St. Croix USVI Country Day School,https://en.wikipedia.org/wiki/St._Croix_USVI_Country_Day_School,14555264,,high,"Independent, college preparatory school in Kingshill, Virgin Islands, USA",school,1964,http://www.stxcountryday.com/,,,,Q7587684,17.75258889,-64.76611111,0,,High schools in the United States Virgin Islands
St. Dunstan's Episcopal High School,https://en.wikipedia.org/wiki/St._Dunstan's_Episcopal_High_School,12711182,,high,"High school in the US Virgin Islands, United States",high school,1959,,,,,Q7587775,17.74305556,-64.72083333,0,,High schools in the United States Virgin Islands
St. Hilda's & St. Hugh's School,https://en.wikipedia.org/wiki/St._Hilda's_&_St._Hugh's_School,9695160,,middle,"Episcopal day school in New York City, NY, United States",school,1950,http://www.sthilas.org,,,,Q7588339,40.807325,-73.96599722,0,,Schools in Harlem
St. Joseph High School (Virgin Islands),https://en.wikipedia.org/wiki/St._Joseph_High_School_(Virgin_Islands),12677498,,high,"Private school in Frederiksted, U.S. Virgin Islands",high school,1961,http://www.islands.vi/~sjhs,,,00840,Q7589328,17.71361111,-64.88277778,0,,High schools in the United States Virgin Islands
Steinmetz College Prep,https://en.wikipedia.org/wiki/Steinmetz_College_Prep,11873071,,high,"Public secondary school in Chicago, Illinois, US",high school,1919,,Chicago Public Schools,170993001139,60634,Q5081448,41.9356,-87.7841,0,,Public high schools in Chicago
Sterling High School (Houston),https://en.wikipedia.org/wiki/Sterling_High_School_(Houston),6104452,,high,"Public high school in Houston, Texas, United States",high school,1965,http://www.houstonisd.org/sterling,Houston Independent School District,482364002592,77048,Q7611419,29.636255,-95.322758,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ross_Shaw_Sterling_Aviation_High_School.jpg/330px-Ross_Shaw_Sterling_Aviation_High_School.jpg,Magnet schools in Houston
Strawberry Mansion High School,https://en.wikipedia.org/wiki/Strawberry_Mansion_High_School,40252754,,high,"Public high school in Philadelphia, Pennsylvania, United States",high school,,https://webapps.philasd.org/school_profile/view/4140,School District of Philadelphia,421899003839,19132,Q16900778,39.99073,-75.18403,0,,Public high schools in Philadelphia
Sts. Peter & Paul School,https://en.wikipedia.org/wiki/Sts._Peter_&_Paul_School,20821674,,high,"Private coeducational school in St. Thomas, United States",high school,1924,,,,,Q7626121,18.34361111,-64.93138889,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Saints_Peter_and_Paul_School_-_St._Thomas%2C_U.S._Virgin_Islands.JPG/330px-Saints_Peter_and_Paul_School_-_St._Thomas%2C_U.S._Virgin_Islands.JPG,High schools in the United States Virgin Islands
Summerfield Waldorf School & Farm,https://en.wikipedia.org/wiki/Summerfield_Waldorf_School_&_Farm,49987278,,,"PreK-12 school in Santa Rosa, CA, US",school,,,,,,Q122421983,38.4436,-122.8098,0,,Waldorf schools in the United States
Susan E. Wagner High School,https://en.wikipedia.org/wiki/Susan_E._Wagner_High_School,9867555,,high,Public school in New York City,high school,1968,http://www.wagnerhigh.net/,,360010302878,,Q7647780,40.59722222,-74.12527778,0,,Public high schools in Staten Island
Tafuna High School,https://en.wikipedia.org/wiki/Tafuna_High_School,39054626,,high,Secondary school in American Samoa,educational institution,1982,http://www.doe.as/ths/,,,,Q30295480,,,0,,High schools in insular areas of the United States
Talent Unlimited High School,https://en.wikipedia.org/wiki/Talent_Unlimited_High_School,9961676,,high,Public school in New York City,high school,1995,http://www.tuhsnyc.com/,,360007701297,10065,Q7679191,40.766047,-73.960101,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Talent_Unlimited_High_School_jeh.jpg/330px-Talent_Unlimited_High_School_jeh.jpg,Public high schools in Manhattan
The Covenant Preparatory School,https://en.wikipedia.org/wiki/The_Covenant_Preparatory_School,8611429,,combined,"School in Houston, Texas, United States",school,1993,,,,,Q17012667,30.028638,-95.228929,0,,Private K–12 schools in Houston
The Police Officer Rocco Laurie Intermediate School,https://en.wikipedia.org/wiki/The_Police_Officer_Rocco_Laurie_Intermediate_School,2493758,,middle,"Public type 1 school in Staten Island, New York City",school,1975,,,,,Q7757636,40.59251389,-74.15865833,0,,Public middle schools in Staten Island
Thomas Jefferson T-STEM Early College High School,https://en.wikipedia.org/wiki/Thomas_Jefferson_T-STEM_Early_College_High_School,37979412,,high,"Public school in Pharr, Texas, United States",high school,,http://tstem.psjaisd.us/,Pharr-San Juan-Alamo Independent School District,483486012225,,Q7791290,26.192699,-98.175491,0,,Pharr-San Juan-Alamo Independent School District high schools
Tinian Middle School and Tinian High School,https://en.wikipedia.org/wiki/Tinian_Middle_School_and_Tinian_High_School,56302525,,high,Public secondary school,high school,,https://www.cnmipss.org/tinian-jr-sr-high-school-0,,690000200065,,Q48851146,,,0,,Public high schools in the United States
Urban Prep Academies,https://en.wikipedia.org/wiki/Urban_Prep_Academies,7684723,,high,"Non-profit operating schools in Chicago, Illinois, US",school,2002,http://www.urbanprep.org/,,,60611,Q7899984,41.88980278,-87.62824167,0,,Public high schools in Chicago
W. T. White High School,https://en.wikipedia.org/wiki/W._T._White_High_School,3143985,,high,American public high school,high school,,http://www.dallasisd.org/wtwhite,Dallas Independent School District,481623001383,75244,Q7946014,32.91638889,-96.83083333,0,,Public high schools in Dallas
W. W. Samuell High School,https://en.wikipedia.org/wiki/W._W._Samuell_High_School,5023722,,high,"Public, secondary school in Dallas, Texas, United States",high school,,http://www.dallasisd.org/domain/392,Dallas Independent School District,481623001379,75217,Q7946057,32.74611111,-96.66888889,0,,Public high schools in Dallas
